Player,Pos,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,next_G,next_MP,next_PTS,next_TRB,next_AST,next_STL,next_BLK,next_TOV,next_FG%,next_3P%,next_eFG%,pts_change,ast_change,trb_change,mp_change,efg_change,breakout_score,Breakout,PTS_growth,AST_growth,TRB_growth,MP_growth,eFG%_growth
Luke Ridnour,PG,23.0,SEA,82,82,31.4,3.6,9.0,0.405,0.8,2.2,0.376,2.8,6.8,0.414,0.45,1.9,2.2,0.883,0.7,1.8,2.5,5.9,1.1,0.3,1.8,2.3,10.0,2005,79,33.2,11.5,3.0,7.0,1.6,0.3,2.1,0.418,0.289,0.445,1.5,1.0999999999999996,0.5,1.8000000000000043,-0.0050000000000000044,0.3237752628149464,0,4.5,3.5000000000000004,0.8999999999999999,15.299999999999997,-0.0030000000000000027
Luke Ridnour,PG,24.0,SEA,79,77,33.2,4.2,10.1,0.418,0.5,1.9,0.289,3.7,8.2,0.448,0.445,2.5,2.9,0.877,0.6,2.4,3.0,7.0,1.6,0.3,2.1,2.3,11.5,2006,71,29.5,11.0,2.3,5.2,1.2,0.3,2.2,0.433,0.353,0.468,-0.5,-1.7999999999999998,-0.7000000000000002,-3.700000000000003,0.02300000000000002,-0.6446800615267567,0,1.5,1.0999999999999996,0.5,1.8000000000000043,-0.0050000000000000044
Luke Walton,SF,24.0,LAL,61,5,12.6,1.2,3.0,0.411,0.3,1.0,0.262,1.0,2.0,0.487,0.456,0.6,0.8,0.708,0.9,1.4,2.3,1.5,0.4,0.2,1.0,1.1,3.2,2005,69,19.3,5.0,3.6,2.3,0.6,0.2,1.1,0.412,0.327,0.439,1.7999999999999998,0.7999999999999998,1.3000000000000003,6.700000000000001,-0.017000000000000015,0.5266337779268496,0,0.8000000000000003,-0.10000000000000009,0.4999999999999998,2.5,-0.01100000000000001
Luol Deng,SF,20.0,CHI,78,56,33.4,5.7,12.2,0.463,0.3,1.0,0.269,5.4,11.2,0.481,0.474,2.7,3.5,0.75,1.6,5.0,6.6,1.9,0.9,0.6,1.3,1.6,14.3,2006,82,37.5,18.8,7.1,2.5,1.2,0.6,1.9,0.517,0.143,0.518,4.5,0.6000000000000001,0.5,4.100000000000001,0.04400000000000004,0.7482414298965457,1,2.6000000000000014,-0.30000000000000027,1.2999999999999998,6.099999999999998,0.01599999999999996
Luol Deng,SF,21.0,CHI,82,82,37.5,7.7,14.9,0.517,0.0,0.1,0.143,7.7,14.8,0.519,0.518,3.4,4.4,0.777,1.8,5.3,7.1,2.5,1.2,0.6,1.9,2.0,18.8,2007,63,33.8,17.0,6.3,2.5,0.9,0.5,1.9,0.479,0.364,0.483,-1.8000000000000007,0.0,-0.7999999999999998,-3.700000000000003,-0.03500000000000003,-0.6175243389011584,0,4.5,0.6000000000000001,0.5,4.100000000000001,0.04400000000000004
Luol Deng,SF,22.0,CHI,63,59,33.8,6.8,14.2,0.479,0.1,0.3,0.364,6.7,13.9,0.482,0.483,3.2,4.2,0.77,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9,17.0,2008,49,34.0,14.1,6.0,1.9,1.2,0.5,1.5,0.448,0.4,0.455,-2.9000000000000004,-0.6000000000000001,-0.2999999999999998,0.20000000000000284,-0.02799999999999997,-0.6393741237858491,0,-1.8000000000000007,0.0,-0.7999999999999998,-3.700000000000003,-0.03500000000000003
Luol Deng,SF,23.0,CHI,49,46,34.0,5.4,12.1,0.448,0.2,0.4,0.4,5.2,11.7,0.45,0.455,3.1,3.9,0.796,1.6,4.4,6.0,1.9,1.2,0.5,1.5,1.7,14.1,2009,70,37.9,17.6,7.3,2.0,0.9,0.9,1.9,0.466,0.386,0.482,3.5000000000000018,0.10000000000000009,1.2999999999999998,3.8999999999999986,0.02699999999999997,0.5977662757551058,0,-2.9000000000000004,-0.6000000000000001,-0.2999999999999998,0.20000000000000284,-0.02799999999999997
Luol Deng,SF,24.0,CHI,70,69,37.9,6.8,14.5,0.466,0.5,1.2,0.386,6.3,13.3,0.474,0.482,3.6,4.7,0.764,1.9,5.4,7.3,2.0,0.9,0.9,1.9,1.8,17.6,2010,82,39.1,17.4,5.8,2.8,1.0,0.6,1.9,0.46,0.345,0.51,-0.20000000000000284,0.7999999999999998,-1.5,1.2000000000000028,0.028000000000000025,-0.07816286732288195,0,3.5000000000000018,0.10000000000000009,1.2999999999999998,3.8999999999999986,0.02699999999999997
Luther Head,SG,24.0,HOU,80,10,27.6,3.8,8.8,0.437,2.2,5.0,0.441,1.6,3.7,0.431,0.564,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.0,0.1,1.7,1.7,10.9,2007,73,18.9,7.6,1.8,1.9,0.6,0.1,1.0,0.432,0.351,0.515,-3.3000000000000007,-0.5,-1.4000000000000001,-8.700000000000003,-0.04899999999999993,-1.129344199397013,0,2.0999999999999996,-0.30000000000000027,-0.09999999999999964,-1.2999999999999972,0.07099999999999995
Maciej Lampe,C,19.0,NOH,37,0,10.3,1.3,3.6,0.371,0.1,0.1,0.5,1.3,3.5,0.367,0.379,0.4,0.6,0.682,0.6,1.8,2.4,0.3,0.1,0.2,0.5,1.4,3.1,2005,6,4.7,0.7,1.5,0.3,0.0,0.0,0.5,0.182,,0.182,-2.4000000000000004,0.0,-0.8999999999999999,-5.6000000000000005,-0.197,-1.1317951041998129,0,-1.4999999999999996,-0.10000000000000003,0.2999999999999998,-0.3999999999999986,-0.10999999999999999
Malachi Flynn,PG,23.0,TOR,44,5,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,2022,53,13.0,4.6,1.4,1.3,0.4,0.1,0.5,0.36,0.353,0.457,0.2999999999999998,-0.30000000000000004,0.0,0.8000000000000007,-0.01799999999999996,-0.1672638730283425,0,-3.2,-1.2999999999999998,-1.1,-7.5,0.021999999999999964
Malachi Flynn,PG,24.0,TOR,53,2,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,2023,69,12.7,5.5,1.7,1.9,0.6,0.1,0.9,0.418,0.331,0.505,0.9000000000000004,0.5999999999999999,0.30000000000000004,-0.3000000000000007,0.04799999999999999,0.2042572951855779,0,0.2999999999999998,-0.30000000000000004,0.0,0.8000000000000007,-0.01799999999999996
Malaki Branham,PG,20.0,SAS,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,9.2,2024,47,9.1,5.0,1.1,0.8,0.2,0.0,0.7,0.458,0.405,0.547,-4.199999999999999,-1.3,-0.8999999999999999,-12.200000000000001,0.041000000000000036,-1.21467538995349,0,-1.0,0.20000000000000018,-0.7000000000000002,-2.1999999999999993,0.0030000000000000027
Malik Beasley,SG,23.0,MIN,55,14,22.0,4.1,9.7,0.425,1.9,5.0,0.388,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,2020,37,32.8,19.6,4.4,2.4,0.8,0.2,1.6,0.44,0.399,0.547,8.400000000000002,1.0,1.7000000000000002,10.799999999999997,0.02200000000000002,1.5397746317632164,1,-0.10000000000000142,0.19999999999999996,0.20000000000000018,-1.1999999999999993,-0.05899999999999994
Malik Beasley,SG,24.0,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,2021,79,25.0,12.1,2.9,1.5,0.5,0.2,0.5,0.391,0.377,0.532,-7.500000000000002,-0.8999999999999999,-1.5000000000000004,-7.799999999999997,-0.015000000000000013,-1.5522575735934117,0,8.400000000000002,1.0,1.7000000000000002,10.799999999999997,0.02200000000000002
Malik Monk,SG,20.0,CHO,73,0,17.2,3.1,8.0,0.387,1.5,4.5,0.33,1.6,3.5,0.461,0.48,1.2,1.4,0.882,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9,2019,55,21.3,10.3,2.9,2.1,0.5,0.3,1.4,0.434,0.284,0.494,1.4000000000000004,0.5,1.0,4.100000000000001,0.014000000000000012,0.3845804300458191,0,2.2,0.20000000000000018,0.8999999999999999,3.5999999999999996,0.021999999999999964
Malik Monk,SG,21.0,CHO,55,1,21.3,3.9,8.9,0.434,1.1,3.7,0.284,2.8,5.2,0.542,0.494,1.5,1.8,0.82,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,2020,42,20.9,11.7,2.4,2.1,0.5,0.1,1.3,0.434,0.401,0.54,1.3999999999999986,0.0,-0.5,-0.40000000000000213,0.04600000000000004,0.056053299440965286,0,1.4000000000000004,0.5,1.0,4.100000000000001,0.014000000000000012
Malik Monk,SG,22.0,CHO,42,0,20.9,4.1,9.5,0.434,2.0,5.0,0.401,2.1,4.5,0.471,0.54,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,2021,76,28.1,13.8,3.4,2.9,0.8,0.4,1.6,0.473,0.391,0.578,2.1000000000000014,0.7999999999999998,1.0,7.200000000000003,0.03799999999999992,0.6693447235628228,1,1.3999999999999986,0.0,-0.5,-0.40000000000000213,0.04600000000000004
Malik Monk,SG,23.0,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,2022,77,22.3,13.5,2.6,3.9,0.6,0.3,1.9,0.448,0.359,0.538,-0.3000000000000007,1.0,-0.7999999999999998,-5.800000000000001,-0.039999999999999925,-0.3634424042776866,0,2.1000000000000014,0.7999999999999998,1.0,7.200000000000003,0.03799999999999992
Malik Monk,SG,24.0,SAC,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,2023,72,26.0,15.4,2.9,5.1,0.6,0.5,2.1,0.443,0.35,0.526,1.9000000000000004,1.1999999999999997,0.2999999999999998,3.6999999999999993,-0.01200000000000001,0.4077688409835686,0,-0.3000000000000007,1.0,-0.7999999999999998,-5.800000000000001,-0.039999999999999925
MarJon Beauchamp,SF,23.0,MIL,48,1,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,2024,35,4.5,2.3,1.3,0.3,0.1,0.0,0.4,0.415,0.345,0.492,-2.1000000000000005,-0.3,-0.8,-8.2,-0.08599999999999997,-0.9680432144186412,0,-0.6999999999999993,-0.09999999999999998,-0.10000000000000009,-0.8000000000000007,0.08599999999999997
MarShon Brooks,SG,24.0,BRK,73,2,12.5,2.1,4.6,0.463,0.2,0.8,0.273,1.9,3.8,0.5,0.485,0.9,1.3,0.734,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,5.4,2013,35,9.0,4.5,1.5,0.7,0.4,0.1,0.7,0.456,0.52,0.508,-0.9000000000000004,-0.30000000000000004,0.10000000000000009,-3.5,0.02300000000000002,-0.3308028452409919,0,-7.199999999999999,-1.2999999999999998,-2.2,-16.9,0.019999999999999962
Marco Belinelli,SG,23.0,TOR,66,1,17.0,2.3,5.7,0.406,0.9,2.4,0.38,1.4,3.3,0.425,0.485,1.5,1.8,0.835,0.2,1.2,1.4,1.3,0.6,0.1,0.9,1.2,7.1,2010,80,24.5,10.5,1.9,1.2,0.5,0.1,1.0,0.437,0.414,0.534,3.4000000000000004,-0.10000000000000009,0.5,7.5,0.049000000000000044,0.6318770627743866,0,-1.8000000000000007,-0.8,-0.30000000000000004,-4.0,-0.039000000000000035
Marco Belinelli,SG,24.0,NOH,80,69,24.5,3.8,8.6,0.437,1.7,4.1,0.414,2.1,4.6,0.458,0.534,1.2,1.6,0.784,0.2,1.7,1.9,1.2,0.5,0.1,1.0,1.8,10.5,2011,66,29.8,11.8,2.6,1.5,0.7,0.1,1.0,0.417,0.377,0.495,1.3000000000000007,0.30000000000000004,0.7000000000000002,5.300000000000001,-0.039000000000000035,0.22176724060987732,0,3.4000000000000004,-0.10000000000000009,0.5,7.5,0.049000000000000044
Marcus Fizer,PF,23.0,CHI,76,20,25.8,4.9,11.2,0.438,0.1,0.5,0.171,4.8,10.6,0.451,0.442,2.5,3.7,0.668,1.7,3.9,5.6,1.6,0.6,0.3,1.7,2.4,12.3,2002,38,21.3,11.7,5.7,1.3,0.4,0.4,1.5,0.465,0.167,0.466,-0.6000000000000014,-0.30000000000000004,0.10000000000000053,-4.5,0.02400000000000002,-0.3291204295330791,0,2.8000000000000007,0.5,1.2999999999999998,3.900000000000002,0.0040000000000000036
Marcus Fizer,PF,24.0,CHI,38,0,21.3,4.7,10.1,0.465,0.0,0.2,0.167,4.7,9.9,0.469,0.466,2.3,3.5,0.657,2.1,3.6,5.7,1.3,0.4,0.4,1.5,2.3,11.7,2003,46,16.0,7.8,4.4,0.9,0.3,0.2,1.1,0.383,0.118,0.386,-3.8999999999999995,-0.4,-1.2999999999999998,-5.300000000000001,-0.08000000000000002,-1.1255108392000948,0,-0.6000000000000014,-0.30000000000000004,0.10000000000000053,-4.5,0.02400000000000002
Marcus Morris,SF,24.0,PHO,82,1,22.0,3.5,7.9,0.442,1.2,3.2,0.381,2.3,4.8,0.483,0.518,1.5,1.9,0.761,1.0,2.9,3.9,1.1,0.9,0.2,1.2,1.9,9.7,2014,81,25.2,10.4,4.8,1.6,0.8,0.2,0.9,0.434,0.358,0.507,0.7000000000000011,0.5,0.8999999999999999,3.1999999999999993,-0.01100000000000001,0.21061862987179236,0,1.9999999999999991,0.30000000000000004,0.2999999999999998,2.1999999999999993,0.014000000000000012
Marcus Smart,PG,21.0,BOS,61,10,27.3,3.0,8.7,0.348,1.0,4.0,0.253,2.0,4.7,0.427,0.405,2.1,2.7,0.777,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,9.1,2016,79,30.4,10.6,3.9,4.6,1.6,0.4,2.0,0.359,0.283,0.422,1.5,1.5999999999999996,-0.30000000000000027,3.099999999999998,0.01699999999999996,0.4146622541249208,0,1.2999999999999998,-0.10000000000000009,0.9000000000000004,0.3000000000000007,-0.056999999999999995
Marcus Smart,SG,22.0,BOS,79,24,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.2,5.3,0.42,0.422,2.6,3.2,0.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6,2017,54,29.9,10.2,3.5,4.8,1.3,0.4,2.4,0.367,0.301,0.44,-0.40000000000000036,0.20000000000000018,-0.3999999999999999,-0.5,0.018000000000000016,-0.15949371059438291,0,1.5,1.5999999999999996,-0.30000000000000027,3.099999999999998,0.01699999999999996
Marcus Smart,SG,23.0,BOS,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,2018,80,27.5,8.9,2.9,4.0,1.8,0.4,1.5,0.422,0.364,0.533,-1.299999999999999,-0.7999999999999998,-0.6000000000000001,-2.3999999999999986,0.09300000000000003,-0.34037720976055075,0,-0.40000000000000036,0.20000000000000018,-0.3999999999999999,-0.5,0.018000000000000016
Marcus Smart,SG,24.0,BOS,80,60,27.5,3.0,7.1,0.422,1.6,4.3,0.364,1.4,2.8,0.511,0.533,1.3,1.6,0.806,0.7,2.2,2.9,4.0,1.8,0.4,1.5,2.5,8.9,2019,60,32.0,12.9,3.8,4.9,1.7,0.5,1.7,0.375,0.347,0.476,4.0,0.9000000000000004,0.8999999999999999,4.5,-0.05700000000000005,0.5700945762734297,0,-1.299999999999999,-0.7999999999999998,-0.6000000000000001,-2.3999999999999986,0.09300000000000003
Marcus Thornton,SG,23.0,SAC,73,23,24.3,4.8,11.1,0.434,1.2,3.3,0.367,3.6,7.8,0.462,0.488,2.0,2.5,0.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,12.8,2011,51,34.9,18.7,3.7,1.9,1.4,0.2,1.6,0.438,0.345,0.505,5.899999999999999,0.09999999999999987,0.20000000000000018,10.599999999999998,0.017000000000000015,0.9287347094178875,1,-1.6999999999999993,0.19999999999999996,0.6000000000000001,-1.3000000000000007,-0.029000000000000026
Marcus Thornton,SG,24.0,SAC,51,51,34.9,6.9,15.7,0.438,2.1,6.1,0.345,4.8,9.7,0.497,0.505,2.8,3.2,0.865,1.6,2.0,3.7,1.9,1.4,0.2,1.6,2.2,18.7,2012,72,24.0,12.7,2.5,1.3,0.8,0.1,0.9,0.429,0.372,0.52,-6.0,-0.5999999999999999,-1.2000000000000002,-10.899999999999999,0.015000000000000013,-1.3376378048717308,0,5.899999999999999,0.09999999999999987,0.20000000000000018,10.599999999999998,0.017000000000000015
Mardy Collins,SG,23.0,NYK,46,8,13.8,1.2,3.8,0.326,0.2,0.7,0.25,1.1,3.1,0.343,0.349,0.5,0.8,0.605,0.4,1.2,1.6,1.9,0.5,0.2,1.2,1.2,3.2,2008,48,18.5,5.2,2.2,2.3,0.6,0.2,1.2,0.425,0.419,0.451,2.0,0.3999999999999999,0.6000000000000001,4.699999999999999,0.10200000000000004,0.6108356725298036,0,-1.2999999999999998,0.2999999999999998,-0.3999999999999999,-1.0999999999999996,-0.061
Mardy Collins,PG-SG,24.0,LAC,48,14,18.5,2.2,5.1,0.425,0.3,0.6,0.419,1.9,4.5,0.426,0.451,0.6,1.0,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2,2009,43,10.9,2.6,1.2,1.0,0.5,0.0,0.7,0.367,0.235,0.383,-2.6,-1.2999999999999998,-1.0000000000000002,-7.6,-0.068,-1.1562974069196181,0,2.0,0.3999999999999999,0.6000000000000001,4.699999999999999,0.10200000000000004
Mario Chalmers,PG,23.0,MIA,73,22,24.8,2.5,6.2,0.401,1.0,3.2,0.318,1.5,3.0,0.491,0.483,1.1,1.5,0.745,0.3,1.5,1.8,3.4,1.2,0.2,1.7,2.4,7.1,2010,70,22.6,6.4,2.1,2.5,1.1,0.1,1.3,0.399,0.359,0.506,-0.6999999999999993,-0.8999999999999999,0.30000000000000004,-2.1999999999999993,0.02300000000000002,-0.3484187781203378,0,-2.9000000000000004,-1.5000000000000004,-0.9999999999999998,-7.199999999999999,-0.02300000000000002
Mario Chalmers,PG,24.0,MIA,70,28,22.6,2.2,5.5,0.399,1.2,3.3,0.359,1.0,2.2,0.459,0.506,0.8,0.9,0.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4,2011,64,28.5,9.8,2.7,3.5,1.5,0.2,2.2,0.448,0.388,0.549,3.4000000000000004,1.0,0.6000000000000001,5.899999999999999,0.04300000000000004,0.7676555238705478,1,-0.6999999999999993,-0.8999999999999999,0.30000000000000004,-2.1999999999999993,0.02300000000000002
Mario Hezonja,SF,21.0,ORL,65,2,14.8,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.398,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,2017,75,22.1,9.6,3.7,1.4,1.1,0.4,1.1,0.442,0.337,0.515,4.699999999999999,0.3999999999999999,1.5,7.300000000000001,0.09500000000000003,1.0706731738823978,1,-1.1999999999999993,-0.3999999999999999,0.0,-3.099999999999998,-0.09300000000000003
Mario Hezonja,SF,22.0,ORL,75,30,22.1,3.6,8.2,0.442,1.2,3.6,0.337,2.4,4.7,0.523,0.515,1.1,1.4,0.819,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6,2018,58,20.8,8.8,4.1,1.5,1.0,0.1,1.5,0.412,0.276,0.457,-0.7999999999999989,0.10000000000000009,0.39999999999999947,-1.3000000000000007,-0.057999999999999996,-0.3328468303840023,0,4.699999999999999,0.3999999999999999,1.5,7.300000000000001,0.09500000000000003
Mario Hezonja,SF,23.0,NYK,58,24,20.8,3.3,8.0,0.412,0.7,2.6,0.276,2.6,5.4,0.478,0.457,1.5,2.0,0.763,0.5,3.6,4.1,1.5,1.0,0.1,1.5,1.9,8.8,2019,53,16.4,4.8,3.5,0.9,0.7,0.2,0.8,0.422,0.308,0.477,-4.000000000000001,-0.6,-0.5999999999999996,-4.400000000000002,0.019999999999999962,-0.8306404402960871,0,-0.7999999999999989,0.10000000000000009,0.39999999999999947,-1.3000000000000007,-0.057999999999999996
Mark Hendrickson,PF,24.0,NJN,22,6,18.1,1.8,4.0,0.443,0.0,0.0,0.0,1.8,4.0,0.448,0.443,1.9,2.3,0.84,1.2,1.9,3.1,0.6,0.5,0.0,0.7,1.8,5.5,1999,15,4.7,0.9,0.9,0.4,0.1,0.1,0.2,0.625,,0.625,-4.6,-0.19999999999999996,-2.2,-13.400000000000002,0.182,-0.9242949393973048,0,2.1,-0.30000000000000004,0.10000000000000009,2.700000000000001,0.05399999999999999
Markelle Fultz,PG,24.0,ORL,60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14.0,2023,43,21.2,7.8,3.2,2.8,1.0,0.3,1.2,0.472,0.222,0.479,-6.2,-2.9000000000000004,-0.6999999999999997,-8.400000000000002,-0.05500000000000005,-1.782952499240988,0,1.9000000000000004,0.6000000000000005,0.6000000000000001,1.9000000000000021,0.04600000000000004
Markieff Morris,PF,23.0,PHO,82,32,22.4,3.2,8.0,0.407,0.5,1.6,0.336,2.7,6.3,0.426,0.442,1.1,1.5,0.732,1.6,3.2,4.8,1.3,0.9,0.8,1.3,2.5,8.2,2013,81,26.6,13.8,6.0,1.8,0.8,0.6,1.8,0.486,0.315,0.507,5.600000000000001,0.5,1.2000000000000002,4.200000000000003,0.065,0.9795056122980103,1,0.7999999999999989,0.30000000000000004,0.39999999999999947,2.8999999999999986,-0.006000000000000005
Markieff Morris,PF,24.0,PHO,81,0,26.6,5.1,10.4,0.486,0.4,1.3,0.315,4.7,9.1,0.512,0.507,3.2,4.0,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9,13.8,2014,82,31.5,15.3,6.2,2.3,1.2,0.5,2.1,0.465,0.318,0.491,1.5,0.4999999999999998,0.20000000000000018,4.899999999999999,-0.016000000000000014,0.26216810685689773,0,5.600000000000001,0.5,1.2000000000000002,4.200000000000003,0.065
Marquese Chriss,PF,20.0,PHO,72,49,21.2,2.8,6.6,0.423,0.8,2.6,0.295,2.0,4.0,0.509,0.482,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,7.7,2018,43,11.6,4.2,3.3,0.5,0.4,0.3,0.8,0.372,0.222,0.417,-3.5,-0.7,-2.2,-9.6,-0.065,-1.3419924349092403,0,-1.4999999999999991,0.5,1.2999999999999998,-0.10000000000000142,-0.02400000000000002
Marquese Chriss,PF,21.0,CLE,43,2,11.6,1.6,4.2,0.372,0.4,1.7,0.222,1.2,2.5,0.472,0.417,0.7,1.0,0.711,0.9,2.4,3.3,0.5,0.4,0.3,0.8,1.9,4.2,2019,59,20.3,9.3,6.2,1.9,0.7,1.1,1.3,0.545,0.205,0.556,5.1000000000000005,1.4,2.9000000000000004,8.700000000000001,0.13900000000000007,1.592475039848997,1,-3.5,-0.7,-2.2,-9.6,-0.065
Marquese Chriss,PF,22.0,GSW,59,21,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,2020,2,13.5,6.5,6.5,1.0,0.0,1.0,1.0,0.357,0.2,0.393,-2.8000000000000007,-0.8999999999999999,0.2999999999999998,-6.800000000000001,-0.16300000000000003,-1.1568590243436252,0,5.1000000000000005,1.4,2.9000000000000004,8.700000000000001,0.13900000000000007
Marquis Daniels,SG,24.0,DAL,60,17,23.5,3.7,8.4,0.437,0.1,0.6,0.2,3.6,7.8,0.454,0.443,1.6,2.2,0.737,1.5,2.2,3.6,2.1,1.4,0.2,1.4,2.1,9.1,2005,62,28.5,10.2,3.6,2.8,1.1,0.2,1.6,0.48,0.211,0.484,1.0999999999999996,0.6999999999999997,0.0,5.0,0.04099999999999998,0.36721494955094297,0,0.5999999999999996,0.0,1.0,4.899999999999999,-0.064
Marreese Speights,C,22.0,PHI,62,1,16.4,3.4,7.2,0.477,0.0,0.1,0.0,3.4,7.1,0.483,0.477,1.7,2.3,0.745,1.4,2.7,4.1,0.6,0.5,0.5,0.8,2.5,8.6,2010,64,11.5,5.4,3.3,0.5,0.1,0.3,0.6,0.495,0.25,0.497,-3.1999999999999993,-0.09999999999999998,-0.7999999999999998,-4.899999999999999,0.020000000000000018,-0.6968000178905187,0,0.8999999999999995,0.19999999999999996,0.39999999999999947,0.3999999999999986,-0.027000000000000024
Marreese Speights,C,23.0,PHI,64,1,11.5,2.3,4.5,0.495,0.0,0.1,0.25,2.2,4.5,0.498,0.497,0.9,1.1,0.753,1.0,2.3,3.3,0.5,0.1,0.3,0.6,1.9,5.4,2011,60,22.4,8.8,6.2,0.8,0.4,0.5,1.2,0.453,0.0,0.453,3.4000000000000004,0.30000000000000004,2.9000000000000004,10.899999999999999,-0.043999999999999984,0.8661854808293419,1,-3.1999999999999993,-0.09999999999999998,-0.7999999999999998,-4.899999999999999,0.020000000000000018
Marreese Speights,PF,24.0,MEM,60,54,22.4,3.7,8.1,0.453,0.0,0.1,0.0,3.7,8.1,0.456,0.453,1.4,1.8,0.771,2.2,4.0,6.2,0.8,0.4,0.5,1.2,2.5,8.8,2012,79,16.5,8.3,4.9,0.6,0.3,0.7,1.0,0.445,0.3,0.448,-0.5,-0.20000000000000007,-1.2999999999999998,-5.899999999999999,-0.0050000000000000044,-0.5713848342279545,0,3.4000000000000004,0.30000000000000004,2.9000000000000004,10.899999999999999,-0.043999999999999984
Martell Webster,SF,20.0,POR,82,27,21.5,2.4,6.0,0.396,1.1,3.0,0.364,1.3,3.0,0.43,0.489,1.1,1.6,0.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0,2007,75,28.4,10.7,3.9,1.2,0.6,0.4,1.1,0.422,0.388,0.516,3.6999999999999993,0.6,1.0,6.899999999999999,0.027000000000000024,0.7709256657108532,1,0.40000000000000036,0.0,0.7999999999999998,4.0,-0.0040000000000000036
Martell Webster,SF,21.0,POR,75,70,28.4,3.7,8.7,0.422,1.6,4.2,0.388,2.1,4.5,0.454,0.516,1.6,2.2,0.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1,10.7,2008,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7,-1.2,-3.9,-23.4,-0.516,-3.8928984214212665,0,3.6999999999999993,0.6,1.0,6.899999999999999,0.027000000000000024
Martell Webster,SF,23.0,POR,82,49,24.5,3.2,7.8,0.405,1.5,4.0,0.373,1.6,3.7,0.44,0.502,1.5,1.9,0.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,2010,46,23.8,9.8,3.2,1.2,0.6,0.2,1.3,0.447,0.417,0.528,0.40000000000000036,0.3999999999999999,-0.09999999999999964,-0.6999999999999993,0.026000000000000023,0.006762034646034247,0,-1.299999999999999,-0.3999999999999999,-0.6000000000000001,-3.8999999999999986,-0.014000000000000012
