Player,Pos,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,next_G,next_MP,next_PTS,next_TRB,next_AST,next_STL,next_BLK,next_TOV,next_FG%,next_3P%,next_eFG%,pts_change,ast_change,trb_change,mp_change,efg_change,breakout_score,Breakout,PTS_growth,AST_growth,TRB_growth,MP_growth,eFG%_growth
Dante Cunningham,PF,23.0,CHA,78,18,21.0,2.8,6.1,0.462,0.0,0.2,0.077,2.8,5.9,0.473,0.463,0.6,0.8,0.726,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,6.2,2011,64,17.6,5.2,3.8,0.6,0.7,0.5,0.5,0.516,0.0,0.516,-1.0,0.0,0.19999999999999973,-3.3999999999999986,0.05299999999999999,-0.20525391799482245,0,2.3000000000000003,0.39999999999999997,1.1,9.8,-0.03199999999999997
Dante Cunningham,PF,24.0,MEM,64,5,17.6,2.3,4.4,0.516,0.0,0.0,0.0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2,2012,80,25.1,8.7,5.1,0.8,1.1,0.5,0.7,0.468,0.0,0.468,3.499999999999999,0.20000000000000007,1.2999999999999998,7.5,-0.04799999999999999,0.5591464060634506,0,-1.0,0.0,0.19999999999999973,-3.3999999999999986,0.05299999999999999
Dante Exum,PG,21.0,UTA,66,26,18.6,2.3,5.5,0.427,0.7,2.3,0.295,1.7,3.2,0.519,0.488,0.9,1.1,0.795,0.5,1.5,2.0,1.7,0.3,0.2,1.2,2.2,6.2,2017,14,16.8,8.1,1.9,3.1,0.6,0.2,1.4,0.483,0.278,0.511,1.8999999999999995,1.4000000000000001,-0.10000000000000009,-1.8000000000000007,0.02300000000000002,0.29832612581767315,0,1.4000000000000004,-0.7,0.3999999999999999,-3.599999999999998,0.03999999999999998
Dante Exum,PG,23.0,UTA,42,1,15.8,2.4,5.7,0.419,0.4,1.5,0.29,2.0,4.3,0.464,0.456,1.6,2.0,0.791,0.4,1.2,1.6,2.6,0.3,0.1,1.2,1.6,6.9,2019,35,13.9,4.5,1.9,1.1,0.4,0.2,0.9,0.471,0.349,0.534,-2.4000000000000004,-1.5,0.2999999999999998,-1.9000000000000004,0.07800000000000001,-0.49747060413006283,0,0.7000000000000002,0.9000000000000001,-0.3999999999999999,-2.8000000000000007,-0.03199999999999997
Dante Exum,SG,24.0,CLE,35,1,13.9,1.6,3.4,0.471,0.4,1.2,0.349,1.2,2.2,0.539,0.534,0.9,1.2,0.744,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1,4.5,2020,6,19.3,3.8,2.8,2.2,0.7,0.3,1.2,0.385,0.182,0.423,-0.7000000000000002,1.1,0.8999999999999999,5.4,-0.11100000000000004,0.004544740405468706,0,-2.4000000000000004,-1.5,0.2999999999999998,-1.9000000000000004,0.07800000000000001
Dario Saric,PF,23.0,PHI,78,73,29.6,5.2,11.4,0.453,2.0,5.1,0.393,3.2,6.3,0.501,0.541,2.3,2.7,0.86,2.0,4.7,6.7,2.6,0.7,0.3,1.9,2.1,14.6,2018,81,25.0,10.6,5.6,1.6,0.6,0.1,1.2,0.437,0.365,0.522,-4.0,-1.0,-1.1000000000000005,-4.600000000000001,-0.019000000000000017,-1.053343251331451,0,1.799999999999999,0.3999999999999999,0.40000000000000036,3.3000000000000007,0.07300000000000001
Dario Saric,PF,24.0,MIN,81,41,25.0,3.8,8.6,0.437,1.5,4.0,0.365,2.3,4.6,0.499,0.522,1.6,1.9,0.88,1.6,4.1,5.6,1.6,0.6,0.1,1.2,2.2,10.6,2019,66,24.7,10.7,6.2,1.9,0.6,0.2,1.3,0.476,0.357,0.554,0.09999999999999964,0.2999999999999998,0.6000000000000005,-0.3000000000000007,0.03200000000000003,0.06278660525617984,0,-4.0,-1.0,-1.1000000000000005,-4.600000000000001,-0.019000000000000017
Darius Bazley,PF,20.0,OKC,55,55,31.2,5.0,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,2021,69,27.9,10.8,6.3,1.4,0.8,1.0,1.3,0.422,0.297,0.484,-2.8999999999999986,-0.40000000000000013,-0.9000000000000004,-3.3000000000000007,0.02799999999999997,-0.6568008707009313,0,8.1,1.1,3.2,12.7,-0.01599999999999996
Darius Bazley,PF,21.0,OKC,69,53,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,2022,43,14.3,5.2,3.2,0.9,0.5,0.8,0.6,0.454,0.377,0.508,-5.6000000000000005,-0.4999999999999999,-3.0999999999999996,-13.599999999999998,0.02400000000000002,-1.558216333550008,0,-2.8999999999999986,-0.40000000000000013,-0.9000000000000004,-3.3000000000000007,0.02799999999999997
Darius Bazley,PF,22.0,PHO,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,2023,9,16.9,5.3,3.1,0.8,0.7,0.8,0.9,0.6,0.25,0.633,0.09999999999999964,-0.09999999999999998,-0.10000000000000009,2.599999999999998,0.125,0.22603546747073644,0,-5.6000000000000005,-0.4999999999999999,-3.0999999999999996,-13.599999999999998,0.02400000000000002
Darius Garland,PG,21.0,CLE,54,50,33.1,6.7,14.9,0.451,1.9,4.9,0.395,4.8,9.9,0.479,0.517,2.1,2.4,0.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,2.0,17.4,2021,68,35.7,21.7,3.3,8.6,1.3,0.1,3.6,0.462,0.383,0.536,4.300000000000001,2.5,0.8999999999999999,2.6000000000000014,0.019000000000000017,0.994294676679815,1,5.099999999999998,2.1999999999999997,0.5,2.200000000000003,0.041000000000000036
Darius Garland,PG,22.0,CLE,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,2022,69,35.5,21.6,2.7,7.8,1.2,0.1,2.9,0.462,0.41,0.537,-0.09999999999999787,-0.7999999999999998,-0.5999999999999996,-0.20000000000000284,0.0010000000000000009,-0.3530344454028688,0,4.300000000000001,2.5,0.8999999999999999,2.6000000000000014,0.019000000000000017
Darius Garland,PG,23.0,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.492,0.537,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,2023,57,33.4,18.0,2.7,6.5,1.3,0.1,3.1,0.446,0.371,0.524,-3.6000000000000014,-1.2999999999999998,0.0,-2.1000000000000014,-0.013000000000000012,-0.8431027519425063,0,-0.09999999999999787,-0.7999999999999998,-0.5999999999999996,-0.20000000000000284,0.0010000000000000009
Darius Garland,PG,24.0,CLE,57,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,2024,75,30.7,20.6,2.9,6.7,1.2,0.1,2.5,0.472,0.401,0.562,2.6000000000000014,0.20000000000000018,0.19999999999999973,-2.6999999999999993,0.038000000000000034,0.20398503471598767,0,-3.6000000000000014,-1.2999999999999998,0.0,-2.1000000000000014,-0.013000000000000012
Darius Miles,SF,20.0,LAC,82,6,27.2,3.8,7.8,0.481,0.0,0.2,0.158,3.7,7.6,0.491,0.484,1.9,3.1,0.62,1.3,4.2,5.5,2.2,0.9,1.3,2.0,2.2,9.5,2002,67,30.0,9.2,5.4,2.6,1.0,1.0,2.7,0.41,0.0,0.41,-0.3000000000000007,0.3999999999999999,-0.09999999999999964,2.8000000000000007,-0.07400000000000001,-0.1857003502450235,0,0.09999999999999964,1.0000000000000002,-0.40000000000000036,0.8999999999999986,-0.02200000000000002
Darius Miles,SF,21.0,CLE,67,62,30.0,3.9,9.6,0.41,0.0,0.2,0.0,3.9,9.4,0.419,0.41,1.4,2.3,0.594,1.7,3.7,5.4,2.6,1.0,1.0,2.7,2.4,9.2,2003,79,26.3,10.9,4.5,2.1,0.8,0.8,1.6,0.485,0.175,0.489,1.700000000000001,-0.5,-0.9000000000000004,-3.6999999999999993,0.07900000000000001,-0.07516582998663657,0,-0.3000000000000007,0.3999999999999999,-0.09999999999999964,2.8000000000000007,-0.07400000000000001
Darius Miles,SF,22.0,POR,79,56,26.3,4.6,9.5,0.485,0.1,0.5,0.175,4.5,9.0,0.502,0.489,1.6,2.4,0.642,1.4,3.1,4.5,2.1,0.8,0.8,1.6,2.1,10.9,2004,63,27.0,12.8,4.7,2.0,1.2,1.2,2.5,0.482,0.348,0.488,1.9000000000000004,-0.10000000000000009,0.20000000000000018,0.6999999999999993,-0.0010000000000000009,0.09782029811601126,0,1.700000000000001,-0.5,-0.9000000000000004,-3.6999999999999993,0.07900000000000001
Darius Miles,SF,23.0,POR,63,22,27.0,5.3,11.1,0.482,0.1,0.4,0.348,5.2,10.7,0.487,0.488,2.0,3.4,0.6,1.1,3.6,4.7,2.0,1.2,1.2,2.5,3.0,12.8,2005,40,32.2,14.0,4.6,1.8,1.1,1.0,2.5,0.461,0.2,0.463,1.1999999999999993,-0.19999999999999996,-0.10000000000000053,5.200000000000003,-0.024999999999999967,0.06369956706374477,0,1.9000000000000004,-0.10000000000000009,0.20000000000000018,0.6999999999999993,-0.0010000000000000009
Darius Miller,SF,23.0,NOP,45,7,16.1,1.6,3.7,0.44,0.6,1.7,0.325,1.1,2.0,0.539,0.515,0.6,0.8,0.806,0.2,1.0,1.2,1.0,0.5,0.2,0.5,2.0,4.4,2014,5,8.6,0.4,0.2,0.4,0.2,0.0,0.2,0.143,0.0,0.143,-4.0,-0.6,-1.0,-7.500000000000002,-0.372,-1.8877841931156079,0,2.1000000000000005,0.19999999999999996,-0.30000000000000004,2.8000000000000007,0.006000000000000005
Darius Morris,PG,23.0,MEM,27,0,11.6,1.4,3.6,0.406,0.4,1.4,0.316,1.0,2.1,0.466,0.469,0.6,1.0,0.654,0.3,0.7,1.0,1.6,0.5,0.0,1.0,1.2,4.0,2014,38,7.9,2.2,0.7,1.3,0.2,0.0,0.6,0.34,0.212,0.373,-1.7999999999999998,-0.30000000000000004,-0.30000000000000004,-3.6999999999999993,-0.09599999999999997,-0.7552235597518513,0,0.0,0.0,-0.19999999999999996,-2.5999999999999996,0.01699999999999996
Darko Milicic,PF,21.0,ORL,80,16,23.9,3.1,6.9,0.454,0.0,0.0,0.0,3.1,6.8,0.455,0.454,1.8,2.9,0.613,1.8,3.7,5.5,1.1,0.6,1.8,1.6,2.7,8.0,2007,70,23.8,7.2,6.1,0.8,0.5,1.6,1.4,0.438,0.0,0.438,-0.7999999999999998,-0.30000000000000004,0.5999999999999996,-0.09999999999999787,-0.016000000000000014,-0.242925228472513,0,3.2,0.40000000000000013,2.8,9.999999999999998,-0.05499999999999999
Darko Milicic,C,22.0,MEM,70,64,23.8,3.1,7.1,0.438,0.0,0.0,0.0,3.1,7.1,0.439,0.438,1.0,1.7,0.554,1.8,4.2,6.1,0.8,0.5,1.6,1.4,2.6,7.2,2008,61,17.0,5.5,4.3,0.6,0.4,0.8,0.8,0.515,,0.515,-1.7000000000000002,-0.20000000000000007,-1.7999999999999998,-6.800000000000001,0.07700000000000001,-0.5953501851010358,0,-0.7999999999999998,-0.30000000000000004,0.5999999999999996,-0.09999999999999787,-0.016000000000000014
Darko Milicic,C,24.0,MIN,32,18,21.4,3.1,6.4,0.49,0.0,0.0,0.0,3.1,6.3,0.493,0.49,0.5,0.9,0.536,1.5,3.3,4.7,1.5,0.7,1.1,1.1,2.6,6.7,2010,69,24.4,8.8,5.2,1.5,0.8,2.0,2.2,0.469,,0.469,2.1000000000000005,0.0,0.5,3.0,-0.02100000000000002,0.1993735269601061,0,1.2000000000000002,0.9,0.40000000000000036,4.399999999999999,-0.025000000000000022
Darren Collison,PG,23.0,IND,79,79,29.9,5.0,11.0,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2,2011,60,31.3,10.4,3.1,4.8,0.8,0.2,1.9,0.44,0.362,0.472,-2.799999999999999,-0.2999999999999998,0.30000000000000027,1.4000000000000021,-0.009000000000000008,-0.4257056482555949,0,0.7999999999999989,-0.6000000000000005,0.2999999999999998,2.099999999999998,-0.025000000000000022
Darren Collison,PG,24.0,IND,60,56,31.3,3.8,8.7,0.44,0.6,1.6,0.362,3.3,7.2,0.457,0.472,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4,2012,81,29.3,12.0,2.7,5.1,1.2,0.1,2.1,0.471,0.353,0.504,1.5999999999999996,0.2999999999999998,-0.3999999999999999,-2.0,0.03200000000000003,0.055779186948178267,0,-2.799999999999999,-0.2999999999999998,0.30000000000000027,1.4000000000000021,-0.009000000000000008
David Lee,PF,24.0,NYK,81,29,29.1,4.2,7.6,0.552,0.0,0.0,0.0,4.2,7.6,0.554,0.552,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6,10.8,2008,81,34.9,16.0,11.7,2.1,1.0,0.3,1.9,0.549,0.0,0.549,5.199999999999999,0.9000000000000001,2.799999999999999,5.799999999999997,-0.0030000000000000027,1.080111199978312,1,0.10000000000000142,-0.6000000000000001,-1.5,-0.6999999999999993,-0.04799999999999993
David Roddy,PF,22.0,PHO,65,13,18.1,2.5,6.3,0.403,0.7,2.5,0.293,1.8,3.8,0.478,0.462,0.7,1.0,0.691,0.8,2.4,3.2,1.2,0.4,0.2,0.9,1.1,6.5,2024,33,12.4,4.6,2.5,1.1,0.4,0.3,0.7,0.456,0.311,0.532,-1.9000000000000004,-0.09999999999999987,-0.7000000000000002,-5.700000000000001,0.07,-0.4562011708193674,0,-0.20000000000000018,0.3999999999999999,0.40000000000000036,0.10000000000000142,-0.043999999999999984
David West,SF,24.0,NOH,30,8,18.4,2.5,5.7,0.436,0.1,0.2,0.4,2.4,5.6,0.437,0.442,1.1,1.7,0.68,1.3,3.0,4.3,0.8,0.4,0.5,1.2,2.1,6.2,2005,74,34.1,17.1,7.4,1.2,0.8,0.9,1.4,0.512,0.273,0.513,10.900000000000002,0.3999999999999999,3.1000000000000005,15.700000000000003,0.07100000000000001,2.13562349666193,1,2.4000000000000004,0.0,0.09999999999999964,5.299999999999999,-0.03199999999999997
Davion Mitchell,PG,24.0,SAC,80,9,18.1,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,2023,72,15.3,5.3,1.3,1.9,0.2,0.0,0.6,0.452,0.361,0.54,-0.2999999999999998,-0.3999999999999999,0.0,-2.8000000000000007,0.007000000000000006,-0.30917015743551557,0,-5.9,-1.9000000000000004,-0.9000000000000001,-9.599999999999998,0.05600000000000005
Day'Ron Sharpe,C,21.0,BRK,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,2023,61,15.1,6.8,6.4,1.4,0.4,0.7,1.1,0.571,0.267,0.578,2.0999999999999996,0.5999999999999999,2.2,3.5999999999999996,0.016999999999999904,0.6022236562630273,0,-1.5,0.30000000000000004,-0.7999999999999998,-0.6999999999999993,-0.02299999999999991
Day'Ron Sharpe,C,22.0,BRK,61,1,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,2024,50,18.1,7.9,6.6,1.8,0.8,0.8,1.3,0.521,0.244,0.538,1.1000000000000005,0.40000000000000013,0.1999999999999993,3.0000000000000018,-0.039999999999999925,0.08373853702093509,0,2.0999999999999996,0.5999999999999999,2.2,3.5999999999999996,0.016999999999999904
De'Aaron Fox,PG,21.0,SAC,81,81,31.4,6.2,13.6,0.458,1.1,2.9,0.371,5.2,10.7,0.482,0.497,3.7,5.1,0.727,0.5,3.2,3.8,7.3,1.6,0.6,2.8,2.5,17.3,2019,51,32.0,21.1,3.8,6.8,1.5,0.5,3.1,0.48,0.292,0.513,3.8000000000000007,-0.5,0.0,0.6000000000000014,0.016000000000000014,0.24603218589640818,0,5.700000000000001,2.8999999999999995,1.0,3.599999999999998,0.055999999999999994
De'Aaron Fox,PG,22.0,SAC,51,49,32.0,7.7,16.0,0.48,1.1,3.6,0.292,6.6,12.4,0.535,0.513,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1,2020,58,35.1,25.2,3.5,7.2,1.5,0.5,3.0,0.477,0.322,0.523,4.099999999999998,0.40000000000000036,-0.2999999999999998,3.1000000000000014,0.010000000000000009,0.4690372468132659,0,3.8000000000000007,-0.5,0.0,0.6000000000000014,0.016000000000000014
De'Aaron Fox,PG,23.0,SAC,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2,2021,59,35.3,23.2,3.9,5.6,1.2,0.4,2.8,0.473,0.297,0.506,-2.0,-1.6000000000000005,0.3999999999999999,0.19999999999999574,-0.017000000000000015,-0.6123872717408976,0,4.099999999999998,0.40000000000000036,-0.2999999999999998,3.1000000000000014,0.010000000000000009
De'Aaron Fox,PG,24.0,SAC,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,2022,73,33.4,25.0,4.2,6.1,1.1,0.3,2.5,0.512,0.324,0.557,1.8000000000000007,0.5,0.30000000000000027,-1.8999999999999986,0.051000000000000045,0.23790915349483818,0,-2.0,-1.6000000000000005,0.3999999999999999,0.19999999999999574,-0.017000000000000015
De'Andre Hunter,SF,23.0,ATL,23,19,29.5,5.2,10.8,0.484,1.3,4.1,0.326,3.9,6.7,0.582,0.546,3.2,3.7,0.859,0.7,4.0,4.8,1.9,0.8,0.5,1.3,2.6,15.0,2021,53,29.8,13.4,3.3,1.3,0.7,0.4,1.3,0.442,0.379,0.506,-1.5999999999999996,-0.5999999999999999,-1.5,0.3000000000000007,-0.040000000000000036,-0.6590450948389674,0,2.6999999999999993,0.09999999999999987,0.2999999999999998,-2.5,0.05700000000000005
De'Andre Hunter,SF,24.0,ATL,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,2022,67,31.7,15.4,4.2,1.4,0.5,0.3,1.2,0.461,0.35,0.522,2.0,0.09999999999999987,0.9000000000000004,1.8999999999999986,0.016000000000000014,0.30069326965884036,0,-1.5999999999999996,-0.5999999999999999,-1.5,0.3000000000000007,-0.040000000000000036
De'Anthony Melton,PG,21.0,MEM,60,8,19.5,2.7,6.7,0.401,0.7,2.3,0.286,2.0,4.4,0.464,0.451,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,2020,52,20.1,9.1,3.1,2.5,1.2,0.6,1.3,0.438,0.412,0.548,1.5,-0.3999999999999999,-0.6000000000000001,0.6000000000000014,0.09700000000000003,0.13739333601295947,0,2.5999999999999996,-0.30000000000000027,1.0,-0.1999999999999993,0.0040000000000000036
De'Anthony Melton,PG,22.0,MEM,52,1,20.1,3.3,7.6,0.438,1.7,4.1,0.412,1.6,3.5,0.467,0.548,0.8,1.0,0.804,0.6,2.5,3.1,2.5,1.2,0.6,1.3,1.6,9.1,2021,73,22.7,10.8,4.5,2.7,1.4,0.5,1.5,0.404,0.374,0.504,1.700000000000001,0.20000000000000018,1.4,2.599999999999998,-0.04400000000000004,0.22557374800786079,0,1.5,-0.3999999999999999,-0.6000000000000001,0.6000000000000014,0.09700000000000003
De'Anthony Melton,SG,23.0,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,2022,77,27.9,10.1,4.1,2.6,1.6,0.5,1.3,0.425,0.39,0.546,-0.7000000000000011,-0.10000000000000009,-0.40000000000000036,5.199999999999999,0.04200000000000004,-0.0008773910607386692,0,1.700000000000001,0.20000000000000018,1.4,2.599999999999998,-0.04400000000000004
De'Anthony Melton,PG,24.0,PHI,77,58,27.9,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,2023,38,26.9,11.1,3.7,3.0,1.6,0.4,1.0,0.386,0.36,0.493,1.0,0.3999999999999999,-0.39999999999999947,-1.0,-0.05300000000000005,-0.15583624311032757,0,-0.7000000000000011,-0.10000000000000009,-0.40000000000000036,5.199999999999999,0.04200000000000004
DeAndre Jordan,C,21.0,LAC,70,12,16.2,2.1,3.4,0.605,0.0,0.0,0.0,2.1,3.4,0.61,0.605,0.7,1.8,0.375,1.7,3.3,5.0,0.3,0.2,0.9,1.1,2.2,4.8,2010,80,25.6,7.1,7.2,0.5,0.5,1.8,1.3,0.686,0.0,0.686,2.3,0.2,2.2,9.400000000000002,0.08100000000000007,0.893324060573468,1,0.5,0.09999999999999998,0.5,1.6999999999999993,-0.028000000000000025
DeAndre Jordan,C,22.0,LAC,80,66,25.6,2.9,4.3,0.686,0.0,0.0,0.0,2.9,4.3,0.688,0.686,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1,2011,66,27.2,7.4,8.3,0.3,0.5,2.0,1.1,0.632,0.0,0.632,0.3000000000000007,-0.2,1.1000000000000005,1.5999999999999979,-0.05400000000000005,-0.08385863386088954,0,2.3,0.2,2.2,9.400000000000002,0.08100000000000007
DeAndre Jordan,C,23.0,LAC,66,66,27.2,3.1,4.9,0.632,0.0,0.0,0.0,3.1,4.9,0.634,0.632,1.1,2.1,0.525,3.1,5.2,8.3,0.3,0.5,2.0,1.1,2.9,7.4,2012,82,24.5,8.8,7.2,0.3,0.6,1.4,1.2,0.643,,0.643,1.4000000000000004,0.0,-1.1000000000000005,-2.6999999999999993,0.01100000000000001,-0.16806516289171922,0,0.3000000000000007,-0.2,1.1000000000000005,1.5999999999999979,-0.05400000000000005
DeAndre' Bembry,SG,24.0,ATL,82,15,23.5,3.4,7.5,0.446,0.6,2.1,0.289,2.7,5.4,0.508,0.487,1.1,1.7,0.64,0.7,3.7,4.4,2.5,1.3,0.5,1.7,2.3,8.4,2019,43,21.3,5.8,3.5,1.9,1.3,0.4,1.4,0.456,0.231,0.489,-2.6000000000000005,-0.6000000000000001,-0.9000000000000004,-2.1999999999999993,0.0020000000000000018,-0.6836068205106632,0,3.2,0.6000000000000001,1.6000000000000005,6.0,0.02999999999999997
DeJuan Blair,PF,21.0,SAS,81,65,21.4,3.6,7.2,0.501,0.0,0.0,0.0,3.6,7.2,0.503,0.501,1.1,1.7,0.657,2.7,4.3,7.0,1.0,1.2,0.5,1.4,2.6,8.3,2011,64,21.3,9.5,5.5,1.2,0.9,0.2,1.4,0.534,0.0,0.534,1.1999999999999993,0.19999999999999996,-1.5,-0.09999999999999787,0.03300000000000003,-0.06318845805387577,0,0.5000000000000009,0.19999999999999996,0.5999999999999996,3.1999999999999993,-0.05500000000000005
DeJuan Blair,PF,22.0,SAS,64,62,21.3,4.2,7.9,0.534,0.0,0.0,0.0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,2012,61,14.0,5.4,3.8,0.7,0.6,0.2,0.8,0.524,0.0,0.524,-4.1,-0.5,-1.7000000000000002,-7.300000000000001,-0.010000000000000009,-1.112296827773075,0,1.1999999999999993,0.19999999999999996,-1.5,-0.09999999999999787,0.03300000000000003
DeJuan Blair,PF,23.0,SAS,61,16,14.0,2.3,4.4,0.524,0.0,0.0,0.0,2.3,4.4,0.526,0.524,0.7,1.1,0.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,1.8,5.4,2013,78,15.6,6.4,4.7,0.9,0.8,0.3,1.0,0.534,0.0,0.534,1.0,0.20000000000000007,0.9000000000000004,1.5999999999999996,0.010000000000000009,0.18695124324518708,0,-4.1,-0.5,-1.7000000000000002,-7.300000000000001,-0.010000000000000009
DeJuan Blair,PF,24.0,DAL,78,13,15.6,2.7,5.0,0.534,0.0,0.0,0.0,2.7,5.0,0.537,0.534,1.0,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,2014,29,6.2,1.9,1.9,0.1,0.2,0.0,0.4,0.456,,0.456,-4.5,-0.8,-2.8000000000000003,-9.399999999999999,-0.07800000000000001,-1.5576092406384747,0,1.0,0.20000000000000007,0.9000000000000004,1.5999999999999996,0.010000000000000009
DeMar DeRozan,SG,21.0,TOR,82,82,34.8,6.6,14.1,0.467,0.1,0.6,0.096,6.5,13.4,0.485,0.469,4.0,4.9,0.813,0.9,2.9,3.8,1.8,1.0,0.4,1.8,2.6,17.2,2011,63,35.0,16.7,3.3,2.0,0.8,0.3,2.0,0.422,0.261,0.435,-0.5,0.19999999999999996,-0.5,0.20000000000000284,-0.033999999999999975,-0.27923518275730264,0,8.6,1.1,0.8999999999999999,13.199999999999996,-0.03300000000000003
DeMar DeRozan,SG,22.0,TOR,63,63,35.0,6.0,14.3,0.422,0.4,1.5,0.261,5.7,12.9,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7,2012,82,36.7,18.1,3.9,2.5,0.9,0.3,1.8,0.445,0.283,0.459,1.4000000000000021,0.5,0.6000000000000001,1.7000000000000028,0.02400000000000002,0.28413150591044667,0,-0.5,0.19999999999999996,-0.5,0.20000000000000284,-0.033999999999999975
DeMar DeRozan,SG,23.0,TOR,82,82,36.7,6.7,15.0,0.445,0.4,1.5,0.283,6.3,13.5,0.463,0.459,4.3,5.2,0.831,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,2013,79,38.2,22.7,4.3,4.0,1.1,0.4,2.2,0.429,0.305,0.452,4.599999999999998,1.5,0.3999999999999999,1.5,-0.007000000000000006,0.7002281053470353,1,1.4000000000000021,0.5,0.6000000000000001,1.7000000000000028,0.02400000000000002
DeMar DeRozan,SG,24.0,TOR,79,79,38.2,7.6,17.8,0.429,0.8,2.7,0.305,6.8,15.2,0.451,0.452,6.6,8.0,0.824,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,2014,60,35.0,20.1,4.6,3.5,1.2,0.2,2.3,0.413,0.284,0.426,-2.599999999999998,-0.5,0.2999999999999998,-3.200000000000003,-0.026000000000000023,-0.629509838600514,0,4.599999999999998,1.5,0.3999999999999999,1.5,-0.007000000000000006
